tra_loss,tra_miou,val_loss,val_miou
0.6520530694239849,0.46963032113539205,0.4931253899227489,0.7283591438423503
0.45679577460160126,0.6045934235727465,0.3480881168083711,0.5438787801699205
0.4270537092879012,0.690763724816812,0.27635200728069653,0.6849233413284476
0.4142738129641559,0.70997226560438,0.282401368021965,0.649955003099008
0.4211500085688926,0.6889188176876789,0.27711927077986975,0.737356806343252
0.41746568196528666,0.7093720218619785,0.22639481655576013,0.8042930933562192
0.4190109968185425,0.7135221603754405,0.2503768469799649,0.725654889236797
0.4088939452493513,0.7367990387452615,0.24174500527707013,0.7473448000170968
0.41467765215280894,0.728571634840321,0.31033411486582324,0.5609786930409345
0.403234129821932,0.7425768762021452,0.19052540883421898,0.836213851516897
0.40659674277176727,0.7265759996465735,0.2449336126446724,0.7436789775436575
0.39246894540013494,0.7656958296492293,0.21074150705879385,0.8018922480669889
0.3865962262089188,0.8057459898897119,0.21037420494989914,0.8519795130599629
0.3978856254268337,0.7654693158897193,0.20872814411466772,0.82816251299598
0.3968603933179701,0.7587414867169148,0.21591324562376196,0.7990264025601473
0.39804737551792246,0.7765607237815857,0.20741639150814575,0.8421461419625715
0.3840176205377321,0.8074088579899555,0.20653410730036822,0.8308701515197754
0.3816922822514096,0.8270549484201379,0.2079263241453604,0.8314838355237787
0.38148138329789444,0.8248734925244305,0.17448559606617148,0.9213250740007921
0.3776163305785205,0.8480699996690493,0.24952776730060577,0.76514117826115
0.3787712438686474,0.8304094269468978,0.17962911183183844,0.8792803504250266
0.36605150554631205,0.8560258375631796,0.20946239273656497,0.8204280110922727
0.3714699463264362,0.8495331309937142,0.18524061482061038,0.8648914071646604
0.3709797665879533,0.8623254154179547,0.22028880363160913,0.7810017236254432
0.3684155787970569,0.8559030938792873,0.19344133003191513,0.8861599862575531
0.36836632522376805,0.8725987543930879,0.15284297683022238,0.927482241933996
0.3686810715778454,0.8721479193584339,0.17505629089745608,0.9199349744753405
0.36557647344228383,0.863680824234679,0.15036773072047668,0.926128173416311
0.36913853642102834,0.8580338213894818,0.19104073738509958,0.836337379433892
0.3585312414813686,0.8933142230317399,0.15391549535773016,0.9289549020203677
0.3644493496095812,0.8745688055012677,0.15235401622273706,0.9189581843939695
0.35747244551375107,0.8874629220447025,0.18184412101453,0.8708720451051538
0.3541200064324044,0.8993735442290435,0.155823330310258,0.9290309440005909
0.36331795518462723,0.8823373462702777,0.17001662200147455,0.8965415846217762
0.36404083467818593,0.8709993008020762,0.15214349126273935,0.9337952976877039
0.3646236118432638,0.8584289534671886,0.1381174126131968,0.9247451803900979
0.35565271973609924,0.8888735996710287,0.1687450876290148,0.9026309468529441
0.3585529117970853,0.8877087992590826,0.14866182817654175,0.9378967556086454
0.3721370334560807,0.8602316121797304,0.17533915794708513,0.8851002861152996
0.366807716923791,0.8833304563084164,0.18437815389849924,0.8922481807795438
0.3527576987807815,0.9223487812119562,0.15765216878869318,0.9207796833731912
0.35628277546650655,0.8987616542223338,0.14902657642960548,0.9101786450906233
0.3552630020154489,0.9137410521507263,0.15056549419056287,0.9307661273262717
0.3629841433989035,0.87926001323236,0.15569040043787521,0.9282526807351545
0.3557474911212921,0.8917943690274213,0.1523347022858533,0.91300830245018
0.3499962735820461,0.924128392258206,0.15053166381337427,0.9355639138004996
0.3637408896072491,0.8656836554810807,0.1963142796673558,0.8231272589076649
0.35909332294721863,0.8806407387192184,0.14662947167049756,0.933979790319096
0.3515604806912912,0.9177241486472052,0.14625985276969997,0.9316532774405046
0.35529364524660884,0.8990283205702498,0.14056374335830862,0.9395896548574622
0.3555506693350302,0.8922141129906113,0.2103915231471712,0.7841468426314268
0.35699200388547536,0.8858609537820559,0.13306048004464668,0.9478695040399377
0.35280969497319814,0.9127472155802959,0.15634006871418518,0.9523846750909631
0.3507731975735845,0.9128569026251097,0.14947602694684808,0.9260772873054851
0.34525007009506226,0.9250728101343721,0.13803684677590022,0.946096962148493
0.35228774837545446,0.914766289092399,0.13105690005150708,0.9421285201202739
0.34865466726792826,0.9209601202526608,0.15087466178969902,0.9233514124696905
0.35102457291371114,0.9074497802837475,0.1361407952552492,0.9496904151006178
0.35399489225568,0.9042166954762226,0.1366268592801961,0.9503577270291068
0.3507304860127939,0.905258334971763,0.13456489958546378,0.9531262923370708
0.35305446869618184,0.9167239665985107,0.1494866372509436,0.9390116252682426
0.3508011030184256,0.9271566400656829,0.1377428617667068,0.95188492807475
0.34432796368727814,0.9372505481178696,0.1340140090747313,0.9476119984279979
0.35370377189404256,0.8923774941547497,0.15690242499113083,0.9582228335467252
0.3452875815533303,0.9246754163020366,0.12701285088604147,0.9576041481711648
0.3530973075209437,0.9206373788215019,0.15234966576099396,0.9532866667617451
0.3551448752751222,0.903640758346867,0.13619079508564688,0.9581007876179435
0.3581898599057584,0.895661431389886,0.15034026144580406,0.9343124790625139
0.3626737876518353,0.890200800186879,0.1504965377124873,0.9401432004841891
0.354067591396538,0.9021908318674242,0.14365199479189786,0.9454486613923853
0.34462989987553777,0.9372802263981587,0.1395027248019522,0.9334979274056174
0.3485120639607713,0.9194565898663288,0.13475433974103493,0.950808281248266
0.3503054162940463,0.9118430759455707,0.1345743550495668,0.9472700249065052
0.3427703960521801,0.9401085070661597,0.13925922120159323,0.9582051743160594
0.34133021573762634,0.9503127191517804,0.13870676877823743,0.9464695155620575
0.35078356717083903,0.9211954120043162,0.1304839070547711,0.9491962627931074
0.35022048853539134,0.9189003609322213,0.15762040493163196,0.9222665456208315
0.3443856231264166,0.9359862820522206,0.13569716838273135,0.9395685764876279
0.3383205887433645,0.9542047623041514,0.13651897555047815,0.9510937929153442
0.35114423084903407,0.9120215805801185,0.15467851541259073,0.9506704698909413
0.3560547570924501,0.8990976359393146,0.149673652919856,0.9408032975413583
0.35540182445500346,0.8885410186406728,0.19424509968269954,0.8329443877393549
0.3555570711960664,0.8971660523801237,0.12768828293139284,0.9619668424129486
0.345686832795272,0.936899847275502,0.12863938578150488,0.9597687287764116
0.3506808264835461,0.9177947672637733,0.1389189443805001,0.9504055001518943
0.34477958244246404,0.9359996496020137,0.13503052192655476,0.958096753467213
0.3459893465042114,0.9351288515168268,0.13546345755457878,0.9493920775977048
0.35438111343899287,0.9044229388237,0.16327157819812949,0.9217704128135334
0.3475257714052458,0.9321021276551325,0.13933331045237454,0.9415387511253357
0.3460906744003296,0.9203543888555991,0.1447622203691439,0.9267248186198148
0.35118490940815694,0.9066627122260429,0.13680780983783983,0.9313119351863861
0.34414424525724874,0.9344998114817852,0.13876378976485945,0.9530393372882496
0.33871985045639247,0.95568879391696,0.13196979835629463,0.9634278877214952
0.34312129101237737,0.9369792406623428,0.14036879790100185,0.9412576962601055
0.3471663328441414,0.9327367930798918,0.13965439864180304,0.9397384063764052
0.3489216759398177,0.9311055106085699,0.13358275964856148,0.9511454593051564
0.3442770065488042,0.939680315352775,0.13361928341063586,0.9597295224666595
0.3447144595352379,0.9356104844325298,0.12029127370227467,0.9662958464839242
0.3411154585915643,0.9452374078132011,0.13052469525824895,0.9585300304672935
0.3437597985203202,0.9334533617303178,0.13162621144543996,0.9607135897332971
0.3433296342153807,0.9332445489393698,0.12896654246882958,0.9651726213368502
0.3430961008007462,0.938094306636501,0.13007486205209384,0.9628764526410536
0.3406670472106418,0.9463460767591322,0.128572804345326,0.9656982665712183
0.34642481078972687,0.9249120129121317,0.13310034302147952,0.9626292179931294
