tra_loss,tra_miou,test_loss,test_miou
0.12249803209099276,0.8882020670792152,0.2821508012712002,0.7153293043375015
0.12620060964776525,0.883982475461631,0.25821408070623875,0.7553129158914089
0.11934408699644022,0.9016684396513577,0.2357939686626196,0.7479141727089882
0.10023735007592316,0.888260557733733,0.3626916063949466,0.7120473347604275
0.11199779102000697,0.9051563061516861,0.19447897095233202,0.8111565224826336
0.10917297969090528,0.9251318882251608,0.27748375199735165,0.7504391055554152
0.1056740346589479,0.8987873196601868,0.3252720246091485,0.7131738848984241
0.10479259176243996,0.8975355933452475,0.21449094638228416,0.7782164625823498
0.09220502705409608,0.9196383644794596,0.24585663061589003,0.791041474789381
0.10318453198876874,0.9183518681032904,0.2926102038472891,0.7175477463752031
0.10258667973865723,0.9098185937980126,0.221910173073411,0.7820411175489426
0.09568596117455384,0.930526657351132,0.336203140206635,0.7373549547046423
0.10234724601794934,0.9250369441920313,0.3991743251681328,0.697774289175868
0.07410388979418524,0.9369453890570278,0.3370592724531889,0.7426047082990408
0.07344017910032437,0.9262429311357695,0.33923112880438566,0.7089622374624014
0.07510505282673342,0.9390102028846741,0.3156968429684639,0.7397021241486073
0.08091173123504067,0.938043972541546,0.20933901658281684,0.8236428573727608
0.0635734757986562,0.9465466038934116,0.38298433367162943,0.7354468069970608
0.07510290895428123,0.9328903823063291,0.5066797221079469,0.6832195948809385
0.0816982030740072,0.9283104991090709,0.2736597890034318,0.8189189564436674
0.08598683870814998,0.9412060112788759,0.2713382849469781,0.7574274726212025
0.08309384666640184,0.9296261298245397,0.2865365748293698,0.788912346586585
0.0541785354244298,0.9565827661547167,0.35526034515351057,0.7854075077921152
0.044763960072706485,0.9475755753188297,0.40935348626226187,0.776646813377738
0.05046958566225808,0.9607364021498581,0.22945995908230543,0.8645992130041122
0.04303965740034293,0.9662225328642746,0.5726910829544067,0.7314382679760456
0.06436245866392835,0.951634968149251,0.15373976645059884,0.8896933123469353
0.037887744477082944,0.9494853451334196,0.1928002191707492,0.8771917559206486
0.03841069408146472,0.9675594444932609,0.5149948662146926,0.748925194144249
0.034142341336299634,0.9742111625342533,0.4016183614730835,0.8132636342197657
0.03688650180039735,0.9661536874442265,0.5352487973868847,0.7444525379687548
0.1014290851508749,0.9402517368053568,0.17282016738317907,0.8812220618128777
0.19939526806360688,0.8325324407939253,0.2078704796731472,0.7738669887185097
0.13856073314773626,0.8710856478789757,0.24885083083063364,0.7303894758224487
0.12195504938477073,0.8738805158384915,0.2726663965731859,0.7302852477878332
0.10672128752901636,0.9029339880778872,0.281421797350049,0.7152723912149668
0.09794916629245312,0.8940086097552858,0.29919528868049383,0.7594612091779709
0.10169271302634272,0.9085993355718153,0.2580409022048116,0.7334880232810974
0.07034287299832394,0.9258975468832871,0.44091871194541454,0.7223059814423323
0.08754675270154558,0.9248442855374567,0.2330713621340692,0.7831686194986105
0.07516210802413266,0.9369001737956343,0.15472969296388328,0.8496976047754288
0.05998432128850756,0.955023954654562,0.23910633940249681,0.8133201487362385
0.06054159388716879,0.9498073951951389,0.1920579606667161,0.8352704867720604
0.06932151253367293,0.9262589092912346,0.2364377649500966,0.8407811485230923
0.058606920828079355,0.9473464920602995,0.4611879172734916,0.7685649953782558
0.06792891529741986,0.9455166130230345,0.14403552724979818,0.8824509456753731
0.061242534425751914,0.9475987718023103,0.3736525233834982,0.7960164062678814
0.05371667534626763,0.9585844607188784,0.17592043848708272,0.8735585138201714
0.044304641106182,0.948287859045226,0.2926539867185056,0.8210421074181795
0.03954030992061799,0.9497724607073027,0.4179145600646734,0.7784323077648878
0.05143626471017969,0.9583212445522177,0.16033317288383842,0.8859188705682755
0.039866860185203884,0.9677450328037657,0.302173204254359,0.8277698587626219
0.04185294449843209,0.9631708141030937,0.20542927039787173,0.8611184917390347
0.044335961911891555,0.9407090524147297,0.19992790604010224,0.866221509873867
0.028753855297791547,0.9574998658278893,0.346183430403471,0.8168841656297445
0.03663138146030492,0.964716677008004,0.3904017945751548,0.7990407180041075
0.05244974679602631,0.950380460969333,0.20177690405398607,0.859482504427433
0.04816021667472247,0.9624150045986833,0.2677708202973008,0.8173154033720493
0.042449983671821394,0.9667401930381512,0.17335125105455518,0.8725517280399799
0.033003634821366645,0.9741197886138127,0.23668647184967995,0.8385416269302368
0.03789188552262454,0.9712138813117455,0.343504891730845,0.802926067262888
0.03123911059108274,0.9743092101195763,0.36714284028857946,0.8015650678426027
0.031783680993549786,0.9728985819323309,0.20654174080118537,0.8712626397609711
0.033179340402370895,0.9722335071399294,0.2758671445772052,0.8291438482701778
0.034586775855257594,0.9725584264459282,0.44084559567272663,0.7882470674812794
0.03224129265110041,0.9748735345643142,0.28470950527116656,0.8310476131737232
0.030100880576104952,0.9650088302020369,0.25925090769305825,0.8419430628418922
0.032554947136869204,0.9549391701303679,0.2826934801414609,0.8336538597941399
0.033218792190068756,0.9597766234956938,0.25657500606030226,0.8434856049716473
0.031142079753094708,0.9759525183973641,0.40661362279206514,0.7946045510470867
0.030201034363487672,0.9571170385541587,0.3293910101056099,0.8148222677409649
0.036595393486064054,0.9704569783704035,0.4172965968027711,0.7909148074686527
0.04306730512401153,0.9641508090084997,0.48826468270272017,0.778954278677702
0.034912701535584595,0.9562248854801573,0.2323728813789785,0.8564809113740921
0.038490005576148116,0.9666899607099336,0.2152305692434311,0.8610430099070072
0.028184048157056857,0.974687031630812,0.2665119250304997,0.8348217383027077
0.03813498380497612,0.9674646320014164,0.33007452730089426,0.80722376704216
0.036121651915640665,0.9704592844535564,0.3618330154567957,0.7989369966089725
0.03416175738876236,0.9715183356712604,0.2898656199686229,0.8252922743558884
0.025056448915636104,0.9622314284587729,0.31892597675323486,0.8157246895134449
0.027804233133792877,0.9776662300372946,0.36899191979318857,0.8014752920717001
0.02840661951180162,0.971267400116756,0.41854074876755476,0.7985612098127604
0.030460511109438437,0.9655366313868555,0.43197985645383596,0.7932536527514458
0.027776860072004514,0.9745147289900944,0.4181299163028598,0.7919452246278524
0.029217141616190302,0.9760580905552568,0.3977147676050663,0.8001642376184464
0.026324705606133772,0.9789508108435006,0.46266190242022276,0.7890662364661694
0.03237863209355494,0.9665224839901102,0.5426628552377224,0.7564665824174881
0.031283508986234665,0.9755410798664751,0.46798798628151417,0.7814591135829687
0.034804011791430674,0.9601187685440327,0.24896100396290421,0.859023567289114
0.03593339022762816,0.9582528451393391,0.30360694555565715,0.8181258626282215
0.032418769366782285,0.975258981359416,0.42137208208441734,0.7825449071824551
0.032620816427315104,0.9710306155270544,0.42234010715037584,0.785763718187809
0.031940930073374306,0.9748839818198105,0.4352938225492835,0.7831262014806271
0.029131127585624826,0.9771247526694988,0.46816658414900303,0.7790288422256708
0.026459425109727628,0.9630968776242487,0.49189299810677767,0.7749642990529537
0.024219829139524494,0.9726676180444914,0.5368560254573822,0.763651292771101
0.02738073331721384,0.9784180789158262,0.5852969381958246,0.7518431786447763
0.024193867013372224,0.9642372583520824,0.5891774781048298,0.7524788342416286
0.024415287478216762,0.9798383712768555,0.5704974541440606,0.7582461424171925
0.030728923285315776,0.9757374648390145,0.5952981999143958,0.751377884298563
0.030283218313907755,0.9600554971859373,0.6114158136770129,0.7456571105867624
0.029570091804810638,0.9762597638985206,0.6517920242622495,0.740548100322485
0.023353870315798397,0.982018690684746,0.6876864209771156,0.7386701926589012
0.029015138263589348,0.9775190250626926,0.6370029002428055,0.7407263536006212
0.030887950854054814,0.96801698824455,0.5959214577451348,0.7561750765889883
0.025530122766463922,0.9774641189081915,0.6473707007244229,0.7441834378987551
0.03431411800456458,0.9712903191303385,0.42897484451532364,0.7882688902318478
0.02471704231896277,0.9788842632852751,0.49223287124186754,0.7785001806914806
0.02538405378060094,0.9784658715642732,0.48348997812718153,0.7758853938430548
0.03221446095869459,0.9728974227247567,0.6205421900376678,0.7389295324683189
0.029259431320403158,0.977794388244892,0.5756758758798242,0.747183371335268
0.028180962428450584,0.9610953433760281,0.6177176227793097,0.744022361934185
0.026502634302295488,0.9805091640044903,0.6490504685789347,0.7325543779879808
0.024308895595885557,0.9748824567630373,0.6685040844604373,0.7369758524000645
0.022243986243446326,0.9788793160997588,0.6679117390885949,0.7377674244344234
0.027370360679924488,0.9754191719252487,0.640308023430407,0.744187917560339
0.026375668829885023,0.9770443192843733,0.6329634776338935,0.7444558311253786
0.03252399353117778,0.9738896139736833,0.679527866654098,0.7349154464900494
0.030127135201774794,0.9745068837856424,0.6744322059676051,0.7334436979144812
0.025057899251837153,0.9806512183156507,0.6999173481017351,0.7329705189913511
0.025919191764089567,0.9781379226980538,0.7071104571223259,0.7335839085280895
0.025428028578532796,0.962961640851251,0.6861688010394573,0.734198022633791
0.02566844751608783,0.9707819079530651,0.690346403978765,0.7329659629613161
0.028457504215425457,0.9720525351063959,0.6935929525643587,0.7320506051182747
0.03268618281159935,0.9598061812335047,0.5345581546425819,0.7660977933555841
0.027175795961299848,0.9793296908510143,0.549401200376451,0.7639882452785969
0.025781983638118053,0.980108185061093,0.559893038123846,0.7606837376952171
0.0310911585673176,0.9749557334801247,0.5744295800104737,0.7539704740047455
0.02518009786205045,0.9810063510105528,0.5840014489367604,0.7497305683791637
0.02792197019504062,0.9743017204876604,0.5960742933675647,0.7471711300313473
0.02596513004491812,0.962627347173362,0.6052542142570019,0.7455398291349411
0.032122949427314876,0.9750825207808922,0.5984550910070539,0.7477419972419739
0.030801431299990106,0.9757092204587213,0.6065768674015999,0.7438213396817446
0.025852523551418864,0.9793236625605616,0.6094569535925984,0.742056654766202
0.025520646609446227,0.9622657648448286,0.6299855103716254,0.7405495084822178
0.026961205310413038,0.959122711214526,0.6397095443680882,0.7396754939109087
0.0258675817649105,0.9770495809357742,0.6436420250684023,0.7394188530743122
0.027341308425469644,0.9754934721979601,0.6462916256859899,0.7386309187859297
0.026666521387784903,0.9628668694660582,0.6460053967311978,0.7393526416271925
0.024675876207264334,0.9746232382182417,0.6161283189430833,0.7441842779517174
0.025594914588948775,0.9789856405093752,0.6181819336488843,0.7432711496949196
0.02734227370920366,0.9745009027678391,0.6293962514027953,0.741509448736906
0.026780063511225683,0.9796084145019794,0.635209022089839,0.7406299747526646
0.02949493616048632,0.9725182282513586,0.6428943267092109,0.7388744801282883
0.024819868745218063,0.9810076088740908,0.6543070496991277,0.7378285806626081
0.02533173198201533,0.9814064543822716,0.6583166103810072,0.7377801239490509
0.024432204021462078,0.9804158950674122,0.6593660907819867,0.7369507439434528
0.024194207922595648,0.964031418849682,0.6635624878108501,0.7365417573601007
0.02276513715884809,0.9812352307911577,0.6654486320912838,0.7362460047006607
0.029348904716557468,0.9779326073054609,0.6679676417261362,0.7361488789319992
0.028465740318442213,0.977995895106217,0.6697832010686398,0.73574223741889
0.02834220174378876,0.9705577903780443,0.6673988969996572,0.7357861213386059
0.02677790660828609,0.9791783238279408,0.6603412088006735,0.7362902071326971
0.02175981660598311,0.9828618662110691,0.6579564968124032,0.736261386424303
0.023474795470849193,0.9820819990388279,0.6584482463076711,0.7364872731268406
0.03141296369119965,0.9741430899192547,0.6548529043793678,0.7375310007482767
0.026327334569189054,0.9785081230360886,0.656430933624506,0.7375596296042204
0.02504380095493177,0.9695085780373935,0.6568095879629254,0.7376032918691635
0.027421826914209742,0.9699218786995987,0.6608489826321602,0.7375063598155975
0.02729116081549176,0.9774861767374236,0.6672932868823409,0.7367206308990717
0.026159261409514422,0.9783444240175444,0.6688384274020791,0.7366749569773674
0.025651371074390823,0.9796507769617541,0.6696716668084264,0.736540425568819
0.02599990492333369,0.9787399953809278,0.6705406811088324,0.7363019715994596
